task,image,prompt,groundtruth,metadata
Comparative Reasoning,orthographic_1622.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.7667,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":1622,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1622.png,"Candidate C matches two of the three views but not the third. Which view does it fail to match: top, front, or side?",top,"{""correct_answer_choice"":""B"",""difficulty_score"":0.7667,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":1622,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1622.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""B"",""difficulty_score"":0.7667,""has_candidate_panel"":true,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":9,""seed"":1622,""total_cube_count"":9,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1623.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":null,""difficulty_score"":0.65,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":1623,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1623.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",11,"{""correct_answer_choice"":null,""difficulty_score"":0.65,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":1623,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1623.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",side,"{""correct_answer_choice"":null,""difficulty_score"":0.65,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":1623,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1623.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,not unique,"{""correct_answer_choice"":null,""difficulty_score"":0.65,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":1623,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1623.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.65,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":11,""seed"":1623,""total_cube_count"":11,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1624.png,How many unit cells are filled in the top view?,4,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1624,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1624.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",7,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1624,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1624.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",C,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1624,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1624.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,unique,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1624,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1624.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":""C"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1624,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1625.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":null,""difficulty_score"":0.2,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1625,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1625.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",8,"{""correct_answer_choice"":null,""difficulty_score"":0.2,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1625,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1625.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",top,"{""correct_answer_choice"":null,""difficulty_score"":0.2,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1625,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1625.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":null,""difficulty_score"":0.2,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1625,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1625.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.2,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1625,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1626.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":""B"",""difficulty_score"":0.4333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1626,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1626.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",8,"{""correct_answer_choice"":""B"",""difficulty_score"":0.4333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1626,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1626.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.4333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1626,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1626.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":""B"",""difficulty_score"":0.4333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1626,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1626.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""B"",""difficulty_score"":0.4333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1626,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1627.png,How many unit cells are filled in the top view?,7,"{""correct_answer_choice"":null,""difficulty_score"":0.2167,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1627,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1627.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",8,"{""correct_answer_choice"":null,""difficulty_score"":0.2167,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1627,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1627.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",top,"{""correct_answer_choice"":null,""difficulty_score"":0.2167,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1627,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1627.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":null,""difficulty_score"":0.2167,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1627,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1627.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.2167,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":8,""seed"":1627,""total_cube_count"":8,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1628.png,How many unit cells are filled in the top view?,6,"{""correct_answer_choice"":""C"",""difficulty_score"":0.35,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1628,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1628.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",6,"{""correct_answer_choice"":""C"",""difficulty_score"":0.35,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1628,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1628.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",top,"{""correct_answer_choice"":""C"",""difficulty_score"":0.35,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1628,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1628.png,"Candidate D matches two of the three views but not the third. Which view does it fail to match: top, front, or side?",top,"{""correct_answer_choice"":""C"",""difficulty_score"":0.35,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1628,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1628.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""C"",""difficulty_score"":0.35,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1628,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1629.png,How many unit cells are filled in the top view?,7,"{""correct_answer_choice"":null,""difficulty_score"":0.6833,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":1629,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1629.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",11,"{""correct_answer_choice"":null,""difficulty_score"":0.6833,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":1629,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1629.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",front,"{""correct_answer_choice"":null,""difficulty_score"":0.6833,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":1629,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1629.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",not unique,"{""correct_answer_choice"":null,""difficulty_score"":0.6833,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":1629,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1629.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.6833,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":11,""seed"":1629,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1630.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1630,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1630.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",6,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1630,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1630.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",D,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1630,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1630.png,Do the three orthographic views uniquely determine the shown voxel structure within the stated scope? Answer 'unique' or 'not unique'.,unique,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1630,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1630.png,"If one cube were added directly on top of a tallest column in the structure, which view or views would change? Answer using top, front, and/or side.",front and side,"{""correct_answer_choice"":""D"",""difficulty_score"":0.3333,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1630,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1631.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":null,""difficulty_score"":0.0833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1631,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1631.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",6,"{""correct_answer_choice"":null,""difficulty_score"":0.0833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1631,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1631.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",top,"{""correct_answer_choice"":null,""difficulty_score"":0.0833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1631,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1631.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":null,""difficulty_score"":0.0833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1631,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1631.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.0833,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":6,""seed"":1631,""total_cube_count"":6,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1632.png,How many unit cells are filled in the top view?,5,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1632,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1632.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",7,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1632,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1632.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",B,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1632,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1632.png,"Candidate C matches two of the three views but not the third. Which view does it fail to match: top, front, or side?",top,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1632,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1632.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""B"",""difficulty_score"":0.3833,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":7,""seed"":1632,""total_cube_count"":7,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1633.png,How many unit cells are filled in the top view?,7,"{""correct_answer_choice"":null,""difficulty_score"":0.5667,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":1633,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1633.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",10,"{""correct_answer_choice"":null,""difficulty_score"":0.5667,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":1633,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1633.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",top,"{""correct_answer_choice"":null,""difficulty_score"":0.5667,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":1633,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1633.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",not unique,"{""correct_answer_choice"":null,""difficulty_score"":0.5667,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":1633,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1633.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":null,""difficulty_score"":0.5667,""has_candidate_panel"":false,""is_uniquely_determined"":false,""is_uniquely_determined_same_count"":false,""minimum_possible_cube_count"":10,""seed"":1633,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1634.png,How many unit cells are filled in the top view?,7,"{""correct_answer_choice"":""A"",""difficulty_score"":0.5667,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":1634,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1634.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",10,"{""correct_answer_choice"":""A"",""difficulty_score"":0.5667,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":1634,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1634.png,"Which candidate structure (A, B, C, or D) is consistent with all three views shown? Answer with the letter.",A,"{""correct_answer_choice"":""A"",""difficulty_score"":0.5667,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":1634,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1634.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":""A"",""difficulty_score"":0.5667,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":1634,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Extrapolative/Counterfactual Reasoning,orthographic_1634.png,"If one cube were added directly on top of a tallest column, which orthographic view or views would change?",front and side,"{""correct_answer_choice"":""A"",""difficulty_score"":0.5667,""has_candidate_panel"":true,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":10,""seed"":1634,""total_cube_count"":10,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Image Description,orthographic_1635.png,How many unit cells are filled in the top view?,4,"{""correct_answer_choice"":null,""difficulty_score"":0.5,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":12,""seed"":1635,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Basic Relational Reasoning,orthographic_1635.png,"Based on the three views shown, what is the minimum possible number of cubes in a gravity-supported 3D structure? Answer with a number in curly brackets.",12,"{""correct_answer_choice"":null,""difficulty_score"":0.5,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":12,""seed"":1635,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Comparative Reasoning,orthographic_1635.png,"Which view (top, front, or side) shows the largest filled area (most filled cells)?",side,"{""correct_answer_choice"":null,""difficulty_score"":0.5,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":12,""seed"":1635,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
Compound Reasoning,orthographic_1635.png,"Do these three views uniquely determine the gravity-supported 3D structure, or could a different arrangement of cubes produce the exact same three views? Answer 'unique' or 'not unique'.",unique,"{""correct_answer_choice"":null,""difficulty_score"":0.5,""has_candidate_panel"":false,""is_uniquely_determined"":true,""is_uniquely_determined_same_count"":true,""minimum_possible_cube_count"":12,""seed"":1635,""total_cube_count"":12,""uniqueness_scope"":""all gravity-supported structures consistent with the three silhouettes""}"
