question_id,image,acceptance_set,tolerances,targets,hole_directions
hex_pathfinding_1416_open_q1,hex_pathfinding_1416.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1417_open_q1,hex_pathfinding_1417.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_1418_open_q1,hex_pathfinding_1418.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1419_open_q1,hex_pathfinding_1419.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1420_open_q1,hex_pathfinding_1420.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1421_open_q1,hex_pathfinding_1421.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1422_open_q1,hex_pathfinding_1422.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1423_open_q1,hex_pathfinding_1423.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_1424_open_q1,hex_pathfinding_1424.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1425_open_q1,hex_pathfinding_1425.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1426_open_q1,hex_pathfinding_1426.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1427_open_q1,hex_pathfinding_1427.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1428_open_q1,hex_pathfinding_1428.png,"[""hole_directions=[\""upper-left\"",\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""upper-right"",""right""]"
hex_pathfinding_1429_open_q1,hex_pathfinding_1429.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_1430_open_q1,hex_pathfinding_1430.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1431_open_q1,hex_pathfinding_1431.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1432_open_q1,hex_pathfinding_1432.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1433_open_q1,hex_pathfinding_1433.png,"[""hole_directions=[\""upper-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""lower-right""]"
hex_pathfinding_1434_open_q1,hex_pathfinding_1434.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1435_open_q1,hex_pathfinding_1435.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1436_open_q1,hex_pathfinding_1436.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1437_open_q1,hex_pathfinding_1437.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1438_open_q1,hex_pathfinding_1438.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1439_open_q1,hex_pathfinding_1439.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1440_open_q1,hex_pathfinding_1440.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1441_open_q1,hex_pathfinding_1441.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1442_open_q1,hex_pathfinding_1442.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1443_open_q1,hex_pathfinding_1443.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1444_open_q1,hex_pathfinding_1444.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1445_open_q1,hex_pathfinding_1445.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_1446_open_q1,hex_pathfinding_1446.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1447_open_q1,hex_pathfinding_1447.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1448_open_q1,hex_pathfinding_1448.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1449_open_q1,hex_pathfinding_1449.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_1450_open_q1,hex_pathfinding_1450.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1451_open_q1,hex_pathfinding_1451.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_1452_open_q1,hex_pathfinding_1452.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_1453_open_q1,hex_pathfinding_1453.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1454_open_q1,hex_pathfinding_1454.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1455_open_q1,hex_pathfinding_1455.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1456_open_q1,hex_pathfinding_1456.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1457_open_q1,hex_pathfinding_1457.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1458_open_q1,hex_pathfinding_1458.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_1459_open_q1,hex_pathfinding_1459.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1460_open_q1,hex_pathfinding_1460.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1461_open_q1,hex_pathfinding_1461.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1462_open_q1,hex_pathfinding_1462.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1463_open_q1,hex_pathfinding_1463.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1464_open_q1,hex_pathfinding_1464.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1465_open_q1,hex_pathfinding_1465.png,"[""hole_directions=[\""upper-left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""right""]"
hex_pathfinding_1466_open_q1,hex_pathfinding_1466.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1467_open_q1,hex_pathfinding_1467.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1468_open_q1,hex_pathfinding_1468.png,"[""hole_directions=[\""upper-left\"",\""upper-right\""]""]",{},"[""HOME""]","[""upper-left"",""upper-right""]"
hex_pathfinding_1469_open_q1,hex_pathfinding_1469.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1470_open_q1,hex_pathfinding_1470.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1471_open_q1,hex_pathfinding_1471.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1472_open_q1,hex_pathfinding_1472.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1473_open_q1,hex_pathfinding_1473.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1474_open_q1,hex_pathfinding_1474.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_1475_open_q1,hex_pathfinding_1475.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1476_open_q1,hex_pathfinding_1476.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1477_open_q1,hex_pathfinding_1477.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1478_open_q1,hex_pathfinding_1478.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_1479_open_q1,hex_pathfinding_1479.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1480_open_q1,hex_pathfinding_1480.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1481_open_q1,hex_pathfinding_1481.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1482_open_q1,hex_pathfinding_1482.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1483_open_q1,hex_pathfinding_1483.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1484_open_q1,hex_pathfinding_1484.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1485_open_q1,hex_pathfinding_1485.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1486_open_q1,hex_pathfinding_1486.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_1487_open_q1,hex_pathfinding_1487.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1488_open_q1,hex_pathfinding_1488.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1489_open_q1,hex_pathfinding_1489.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1490_open_q1,hex_pathfinding_1490.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1491_open_q1,hex_pathfinding_1491.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1492_open_q1,hex_pathfinding_1492.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1493_open_q1,hex_pathfinding_1493.png,"[""hole_directions=[\""right\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-left"",""lower-right""]"
hex_pathfinding_1494_open_q1,hex_pathfinding_1494.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1495_open_q1,hex_pathfinding_1495.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1496_open_q1,hex_pathfinding_1496.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1497_open_q1,hex_pathfinding_1497.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_1498_open_q1,hex_pathfinding_1498.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1499_open_q1,hex_pathfinding_1499.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1500_open_q1,hex_pathfinding_1500.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1501_open_q1,hex_pathfinding_1501.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1502_open_q1,hex_pathfinding_1502.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1503_open_q1,hex_pathfinding_1503.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1504_open_q1,hex_pathfinding_1504.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1505_open_q1,hex_pathfinding_1505.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1506_open_q1,hex_pathfinding_1506.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1507_open_q1,hex_pathfinding_1507.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1508_open_q1,hex_pathfinding_1508.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1509_open_q1,hex_pathfinding_1509.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1510_open_q1,hex_pathfinding_1510.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1511_open_q1,hex_pathfinding_1511.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1512_open_q1,hex_pathfinding_1512.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1513_open_q1,hex_pathfinding_1513.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1514_open_q1,hex_pathfinding_1514.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1515_open_q1,hex_pathfinding_1515.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1516_open_q1,hex_pathfinding_1516.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1517_open_q1,hex_pathfinding_1517.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1518_open_q1,hex_pathfinding_1518.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1519_open_q1,hex_pathfinding_1519.png,"[""hole_directions=[\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""left"",""lower-right""]"
hex_pathfinding_1520_open_q1,hex_pathfinding_1520.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1521_open_q1,hex_pathfinding_1521.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1522_open_q1,hex_pathfinding_1522.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1523_open_q1,hex_pathfinding_1523.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1524_open_q1,hex_pathfinding_1524.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_1525_open_q1,hex_pathfinding_1525.png,"[""hole_directions=[\""upper-left\"",\""left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-left"",""left"",""lower-right""]"
hex_pathfinding_1526_open_q1,hex_pathfinding_1526.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1527_open_q1,hex_pathfinding_1527.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1528_open_q1,hex_pathfinding_1528.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1529_open_q1,hex_pathfinding_1529.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1530_open_q1,hex_pathfinding_1530.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1531_open_q1,hex_pathfinding_1531.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1532_open_q1,hex_pathfinding_1532.png,"[""hole_directions=[\""upper-right\"",\""right\""]""]",{},"[""HOME""]","[""upper-right"",""right""]"
hex_pathfinding_1533_open_q1,hex_pathfinding_1533.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1534_open_q1,hex_pathfinding_1534.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1535_open_q1,hex_pathfinding_1535.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1536_open_q1,hex_pathfinding_1536.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1537_open_q1,hex_pathfinding_1537.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1538_open_q1,hex_pathfinding_1538.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1539_open_q1,hex_pathfinding_1539.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1540_open_q1,hex_pathfinding_1540.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1541_open_q1,hex_pathfinding_1541.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1542_open_q1,hex_pathfinding_1542.png,"[""hole_directions=[\""upper-left\"",\""left\"",\""right\""]""]",{},"[""HOME""]","[""upper-left"",""left"",""right""]"
hex_pathfinding_1543_open_q1,hex_pathfinding_1543.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1544_open_q1,hex_pathfinding_1544.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1545_open_q1,hex_pathfinding_1545.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1546_open_q1,hex_pathfinding_1546.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_1547_open_q1,hex_pathfinding_1547.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1548_open_q1,hex_pathfinding_1548.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1549_open_q1,hex_pathfinding_1549.png,"[""hole_directions=[\""upper-right\"",\""left\""]""]",{},"[""HOME""]","[""upper-right"",""left""]"
hex_pathfinding_1550_open_q1,hex_pathfinding_1550.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1551_open_q1,hex_pathfinding_1551.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1552_open_q1,hex_pathfinding_1552.png,"[""hole_directions=[\""upper-left\"",\""left\""]""]",{},"[""HOME""]","[""upper-left"",""left""]"
hex_pathfinding_1553_open_q1,hex_pathfinding_1553.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1554_open_q1,hex_pathfinding_1554.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1555_open_q1,hex_pathfinding_1555.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1556_open_q1,hex_pathfinding_1556.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1557_open_q1,hex_pathfinding_1557.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1558_open_q1,hex_pathfinding_1558.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1559_open_q1,hex_pathfinding_1559.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1560_open_q1,hex_pathfinding_1560.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1561_open_q1,hex_pathfinding_1561.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1562_open_q1,hex_pathfinding_1562.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1563_open_q1,hex_pathfinding_1563.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_1564_open_q1,hex_pathfinding_1564.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1565_open_q1,hex_pathfinding_1565.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1566_open_q1,hex_pathfinding_1566.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1567_open_q1,hex_pathfinding_1567.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1568_open_q1,hex_pathfinding_1568.png,"[""hole_directions=[\""upper-left\"",\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""upper-left"",""left"",""lower-left""]"
hex_pathfinding_1569_open_q1,hex_pathfinding_1569.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1570_open_q1,hex_pathfinding_1570.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1571_open_q1,hex_pathfinding_1571.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_1572_open_q1,hex_pathfinding_1572.png,"[""hole_directions=[\""upper-right\"",\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""upper-right"",""lower-left"",""lower-right""]"
hex_pathfinding_1573_open_q1,hex_pathfinding_1573.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1574_open_q1,hex_pathfinding_1574.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1575_open_q1,hex_pathfinding_1575.png,"[""hole_directions=[\""right\"",\""lower-left\""]""]",{},"[""HOME""]","[""right"",""lower-left""]"
hex_pathfinding_1576_open_q1,hex_pathfinding_1576.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1577_open_q1,hex_pathfinding_1577.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1578_open_q1,hex_pathfinding_1578.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1579_open_q1,hex_pathfinding_1579.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1580_open_q1,hex_pathfinding_1580.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1581_open_q1,hex_pathfinding_1581.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1582_open_q1,hex_pathfinding_1582.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1583_open_q1,hex_pathfinding_1583.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1584_open_q1,hex_pathfinding_1584.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1585_open_q1,hex_pathfinding_1585.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1586_open_q1,hex_pathfinding_1586.png,"[""hole_directions=[\""lower-right\""]""]",{},"[""HOME""]","[""lower-right""]"
hex_pathfinding_1587_open_q1,hex_pathfinding_1587.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1588_open_q1,hex_pathfinding_1588.png,"[""hole_directions=[\""lower-left\"",\""lower-right\""]""]",{},"[""HOME""]","[""lower-left"",""lower-right""]"
hex_pathfinding_1589_open_q1,hex_pathfinding_1589.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1590_open_q1,hex_pathfinding_1590.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1591_open_q1,hex_pathfinding_1591.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1592_open_q1,hex_pathfinding_1592.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1593_open_q1,hex_pathfinding_1593.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1594_open_q1,hex_pathfinding_1594.png,"[""hole_directions=[\""right\""]""]",{},"[""HOME""]","[""right""]"
hex_pathfinding_1595_open_q1,hex_pathfinding_1595.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1596_open_q1,hex_pathfinding_1596.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1597_open_q1,hex_pathfinding_1597.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1598_open_q1,hex_pathfinding_1598.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1599_open_q1,hex_pathfinding_1599.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1600_open_q1,hex_pathfinding_1600.png,"[""hole_directions=[\""right\"",\""lower-right\""]""]",{},"[""HOME""]","[""right"",""lower-right""]"
hex_pathfinding_1601_open_q1,hex_pathfinding_1601.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1602_open_q1,hex_pathfinding_1602.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1603_open_q1,hex_pathfinding_1603.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1604_open_q1,hex_pathfinding_1604.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1605_open_q1,hex_pathfinding_1605.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1606_open_q1,hex_pathfinding_1606.png,"[""hole_directions=[\""left\"",\""lower-left\""]""]",{},"[""HOME""]","[""left"",""lower-left""]"
hex_pathfinding_1607_open_q1,hex_pathfinding_1607.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1608_open_q1,hex_pathfinding_1608.png,"[""hole_directions=[\""left\"",\""right\""]""]",{},"[""HOME""]","[""left"",""right""]"
hex_pathfinding_1609_open_q1,hex_pathfinding_1609.png,"[""hole_directions=[\""lower-left\""]""]",{},"[""HOME""]","[""lower-left""]"
hex_pathfinding_1610_open_q1,hex_pathfinding_1610.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1611_open_q1,hex_pathfinding_1611.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1612_open_q1,hex_pathfinding_1612.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1613_open_q1,hex_pathfinding_1613.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1614_open_q1,hex_pathfinding_1614.png,"[""hole_directions=[\""upper-left\""]""]",{},"[""HOME""]","[""upper-left""]"
hex_pathfinding_1615_open_q1,hex_pathfinding_1615.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
hex_pathfinding_1616_open_q1,hex_pathfinding_1616.png,"[""hole_directions=[\""left\""]""]",{},"[""HOME""]","[""left""]"
hex_pathfinding_1617_open_q1,hex_pathfinding_1617.png,"[""hole_directions=[\""upper-right\""]""]",{},"[""HOME""]","[""upper-right""]"
hex_pathfinding_1618_open_q1,hex_pathfinding_1618.png,"[""hole_directions=[]""]",{},"[""HOME""]",[]
