task,image,prompt,groundtruth,metadata
Image Description,shadow_inference_1647.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.85,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":85.9713,""light_elevation_degrees"":31.4164,""num_objects"":2,""seed"":1647}"
Basic Relational Reasoning,shadow_inference_1647.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.85,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":85.9713,""light_elevation_degrees"":31.4164,""num_objects"":2,""seed"":1647}"
Comparative Reasoning,shadow_inference_1647.png,Which object casts the LONGEST shadow? Answer with that object's color.,purple,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.85,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":85.9713,""light_elevation_degrees"":31.4164,""num_objects"":2,""seed"":1647}"
Compound Reasoning,shadow_inference_1647.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,purple,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.85,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":85.9713,""light_elevation_degrees"":31.4164,""num_objects"":2,""seed"":1647}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1647.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.85,""ground_y"":289,""has_inconsistent_shadow"":true,""inconsistent_object_index"":0,""light_azimuth_degrees"":85.9713,""light_elevation_degrees"":31.4164,""num_objects"":2,""seed"":1647}"
Image Description,shadow_inference_1648.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":309,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":49.1823,""light_elevation_degrees"":49.9617,""num_objects"":3,""seed"":1648}"
Basic Relational Reasoning,shadow_inference_1648.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":309,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":49.1823,""light_elevation_degrees"":49.9617,""num_objects"":3,""seed"":1648}"
Comparative Reasoning,shadow_inference_1648.png,Which object casts the LONGEST shadow? Answer with that object's color.,blue,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":309,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":49.1823,""light_elevation_degrees"":49.9617,""num_objects"":3,""seed"":1648}"
Compound Reasoning,shadow_inference_1648.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":309,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":49.1823,""light_elevation_degrees"":49.9617,""num_objects"":3,""seed"":1648}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1648.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":309,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":49.1823,""light_elevation_degrees"":49.9617,""num_objects"":3,""seed"":1648}"
Image Description,shadow_inference_1649.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":288,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":55.8625,""light_elevation_degrees"":25.5947,""num_objects"":3,""seed"":1649}"
Basic Relational Reasoning,shadow_inference_1649.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":288,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":55.8625,""light_elevation_degrees"":25.5947,""num_objects"":3,""seed"":1649}"
Comparative Reasoning,shadow_inference_1649.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,low,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":288,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":55.8625,""light_elevation_degrees"":25.5947,""num_objects"":3,""seed"":1649}"
Compound Reasoning,shadow_inference_1649.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":288,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":55.8625,""light_elevation_degrees"":25.5947,""num_objects"":3,""seed"":1649}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1649.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":288,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":55.8625,""light_elevation_degrees"":25.5947,""num_objects"":3,""seed"":1649}"
Image Description,shadow_inference_1650.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":271,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":129.09,""light_elevation_degrees"":21.1396,""num_objects"":3,""seed"":1650}"
Basic Relational Reasoning,shadow_inference_1650.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":271,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":129.09,""light_elevation_degrees"":21.1396,""num_objects"":3,""seed"":1650}"
Comparative Reasoning,shadow_inference_1650.png,Which object casts the LONGEST shadow? Answer with that object's color.,purple,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":271,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":129.09,""light_elevation_degrees"":21.1396,""num_objects"":3,""seed"":1650}"
Compound Reasoning,shadow_inference_1650.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":271,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":129.09,""light_elevation_degrees"":21.1396,""num_objects"":3,""seed"":1650}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1650.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.82,""ground_y"":271,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":129.09,""light_elevation_degrees"":21.1396,""num_objects"":3,""seed"":1650}"
Image Description,shadow_inference_1651.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":302,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":91.7019,""light_elevation_degrees"":48.6417,""num_objects"":3,""seed"":1651}"
Basic Relational Reasoning,shadow_inference_1651.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":302,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":91.7019,""light_elevation_degrees"":48.6417,""num_objects"":3,""seed"":1651}"
Comparative Reasoning,shadow_inference_1651.png,Which object casts the LONGEST shadow? Answer with that object's color.,orange,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":302,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":91.7019,""light_elevation_degrees"":48.6417,""num_objects"":3,""seed"":1651}"
Compound Reasoning,shadow_inference_1651.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,blue,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":302,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":91.7019,""light_elevation_degrees"":48.6417,""num_objects"":3,""seed"":1651}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1651.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":302,""has_inconsistent_shadow"":true,""inconsistent_object_index"":1,""light_azimuth_degrees"":91.7019,""light_elevation_degrees"":48.6417,""num_objects"":3,""seed"":1651}"
Image Description,shadow_inference_1652.png,How many objects are casting a shadow in this image?,2,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":297,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":72.3736,""light_elevation_degrees"":61.9593,""num_objects"":2,""seed"":1652}"
Basic Relational Reasoning,shadow_inference_1652.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":297,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":72.3736,""light_elevation_degrees"":61.9593,""num_objects"":2,""seed"":1652}"
Comparative Reasoning,shadow_inference_1652.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":297,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":72.3736,""light_elevation_degrees"":61.9593,""num_objects"":2,""seed"":1652}"
Compound Reasoning,shadow_inference_1652.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":297,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":72.3736,""light_elevation_degrees"":61.9593,""num_objects"":2,""seed"":1652}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1652.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.36,""ground_y"":297,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":72.3736,""light_elevation_degrees"":61.9593,""num_objects"":2,""seed"":1652}"
Image Description,shadow_inference_1653.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":274,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":79.9462,""light_elevation_degrees"":44.1569,""num_objects"":3,""seed"":1653}"
Basic Relational Reasoning,shadow_inference_1653.png,Do all objects in this image appear to be lit by the same light source? Answer yes or no.,no,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":274,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":79.9462,""light_elevation_degrees"":44.1569,""num_objects"":3,""seed"":1653}"
Comparative Reasoning,shadow_inference_1653.png,Which object casts the LONGEST shadow? Answer with that object's color.,teal,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":274,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":79.9462,""light_elevation_degrees"":44.1569,""num_objects"":3,""seed"":1653}"
Compound Reasoning,shadow_inference_1653.png,Which object's shadow does NOT match the lighting direction of the others? Answer with that object's color.,orange,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":274,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":79.9462,""light_elevation_degrees"":44.1569,""num_objects"":3,""seed"":1653}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1653.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":1.01,""ground_y"":274,""has_inconsistent_shadow"":true,""inconsistent_object_index"":2,""light_azimuth_degrees"":79.9462,""light_elevation_degrees"":44.1569,""num_objects"":3,""seed"":1653}"
Image Description,shadow_inference_1654.png,How many objects are casting a shadow in this image?,3,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":280,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":288.8462,""light_elevation_degrees"":62.8938,""num_objects"":3,""seed"":1654}"
Basic Relational Reasoning,shadow_inference_1654.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",left,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":280,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":288.8462,""light_elevation_degrees"":62.8938,""num_objects"":3,""seed"":1654}"
Comparative Reasoning,shadow_inference_1654.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":280,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":288.8462,""light_elevation_degrees"":62.8938,""num_objects"":3,""seed"":1654}"
Compound Reasoning,shadow_inference_1654.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":280,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":288.8462,""light_elevation_degrees"":62.8938,""num_objects"":3,""seed"":1654}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1654.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.67,""ground_y"":280,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":288.8462,""light_elevation_degrees"":62.8938,""num_objects"":3,""seed"":1654}"
Image Description,shadow_inference_1655.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":270,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":54.5226,""light_elevation_degrees"":55.6191,""num_objects"":1,""seed"":1655}"
Basic Relational Reasoning,shadow_inference_1655.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":270,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":54.5226,""light_elevation_degrees"":55.6191,""num_objects"":1,""seed"":1655}"
Comparative Reasoning,shadow_inference_1655.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":270,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":54.5226,""light_elevation_degrees"":55.6191,""num_objects"":1,""seed"":1655}"
Compound Reasoning,shadow_inference_1655.png,"Estimate the light source's approximate elevation angle above the horizon, rounded to the nearest 15 degrees.",60,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":270,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":54.5226,""light_elevation_degrees"":55.6191,""num_objects"":1,""seed"":1655}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1655.png,"If the light elevation increased by 20 degrees while remaining below 90 degrees and all object geometry stayed fixed, would each shadow become longer, shorter, or unchanged?",shorter,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":270,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":54.5226,""light_elevation_degrees"":55.6191,""num_objects"":1,""seed"":1655}"
Image Description,shadow_inference_1656.png,How many objects are casting a shadow in this image?,1,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":295,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":116.9679,""light_elevation_degrees"":58.4084,""num_objects"":1,""seed"":1656}"
Basic Relational Reasoning,shadow_inference_1656.png,"From which general direction is the light coming — left, right, front, or back? Answer with one word.",right,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":295,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":116.9679,""light_elevation_degrees"":58.4084,""num_objects"":1,""seed"":1656}"
Comparative Reasoning,shadow_inference_1656.png,Is the light source high in the sky (steep angle) or low near the horizon (shallow angle)? Answer 'high' or 'low'.,high,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":295,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":116.9679,""light_elevation_degrees"":58.4084,""num_objects"":1,""seed"":1656}"
Compound Reasoning,shadow_inference_1656.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":295,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":116.9679,""light_elevation_degrees"":58.4084,""num_objects"":1,""seed"":1656}"
Extrapolative/Counterfactual Reasoning,shadow_inference_1656.png,"If the light source moved to the exact opposite direction (180 degrees azimuth rotation), would the shadows lengthen, shorten, or stay the same length?",same,"{""azimuth_convention"":""0=front, 90=right, 180=back, 270=left; shadow projects away from light"",""azimuth_exclusion_degrees"":30.0,""coordinate_frame"":""screen_x_right_screen_y_down"",""dataset_version"":""shadow-inference-2.0.0"",""difficulty_score"":0.2,""ground_y"":295,""has_inconsistent_shadow"":false,""inconsistent_object_index"":null,""light_azimuth_degrees"":116.9679,""light_elevation_degrees"":58.4084,""num_objects"":1,""seed"":1656}"
