question_id,image,acceptance_set,tolerances,targets,connectivity
route_puzzle_1502_open_q1,route_puzzle_1502.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""D\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""D""],""unreached_labels"":[""A"",""B"",""C"",""E""]}"
route_puzzle_1504_open_q1,route_puzzle_1504.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""B\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""B""],""unreached_labels"":[""A"",""C"",""D"",""F""]}"
route_puzzle_1505_open_q1,route_puzzle_1505.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""A\"",\""F\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""A"",""F""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_1506_open_q1,route_puzzle_1506.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\"",\""A\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A"",""A""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_1507_open_q1,route_puzzle_1507.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\"",\""E\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C"",""E""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_1508_open_q1,route_puzzle_1508.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A""],""unreached_labels"":[""C"",""D"",""E"",""F""]}"
route_puzzle_1511_open_q1,route_puzzle_1511.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""C\"",\""E\""],\""unreached_labels\"":[\""A\"",\""D\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""C"",""E""],""unreached_labels"":[""A"",""D""]}"
route_puzzle_1514_open_q1,route_puzzle_1514.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\"",\""F\""],\""unreached_labels\"":[\""B\"",\""C\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A"",""F""],""unreached_labels"":[""B"",""C""]}"
route_puzzle_1515_open_q1,route_puzzle_1515.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""D\"",\""A\""],\""unreached_labels\"":[\""C\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""D"",""A""],""unreached_labels"":[""C"",""F""]}"
route_puzzle_1518_open_q1,route_puzzle_1518.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\"",\""A\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A"",""A""],""unreached_labels"":[""B"",""D"",""E"",""F""]}"
route_puzzle_1519_open_q1,route_puzzle_1519.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""C\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""C""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_1523_open_q1,route_puzzle_1523.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""B\"",\""B\"",\""E\"",\""E\"",\""E\""],\""unreached_labels\"":[\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""B"",""B"",""E"",""E"",""E""],""unreached_labels"":[""D"",""F""]}"
route_puzzle_1525_open_q1,route_puzzle_1525.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""E\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""E""],""unreached_labels"":[""B"",""C"",""D"",""F""]}"
route_puzzle_1526_open_q1,route_puzzle_1526.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_1529_open_q1,route_puzzle_1529.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""D\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""D""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_1538_open_q1,route_puzzle_1538.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""B\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""B"",""A""],""unreached_labels"":[""C"",""D""]}"
route_puzzle_1539_open_q1,route_puzzle_1539.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""E\"",\""D\""],\""unreached_labels\"":[\""A\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""E"",""D""],""unreached_labels"":[""A"",""F""]}"
route_puzzle_1540_open_q1,route_puzzle_1540.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A"",""A""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_1542_open_q1,route_puzzle_1542.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""B\"",\""C\""],\""unreached_labels\"":[\""A\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""B"",""C""],""unreached_labels"":[""A"",""D"",""F""]}"
route_puzzle_1543_open_q1,route_puzzle_1543.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A""],""unreached_labels"":[""B"",""C"",""D""]}"
route_puzzle_1551_open_q1,route_puzzle_1551.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""D\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""D""],""unreached_labels"":[""A"",""C"",""E""]}"
route_puzzle_1555_open_q1,route_puzzle_1555.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_1560_open_q1,route_puzzle_1560.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""E\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""E"",""B""],""unreached_labels"":[""C"",""D""]}"
route_puzzle_1561_open_q1,route_puzzle_1561.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""F\"",\""E\""],\""unreached_labels\"":[\""B\"",\""C\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""F"",""E""],""unreached_labels"":[""B"",""C""]}"
route_puzzle_1563_open_q1,route_puzzle_1563.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\""],\""unreached_labels\"":[\""C\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B""],""unreached_labels"":[""C"",""E"",""F""]}"
route_puzzle_1564_open_q1,route_puzzle_1564.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""D\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""D""],""unreached_labels"":[""A"",""C"",""E""]}"
route_puzzle_1568_open_q1,route_puzzle_1568.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F"",""C""],""unreached_labels"":[""B"",""D"",""E""]}"
route_puzzle_1570_open_q1,route_puzzle_1570.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""F\"",\""C\""],\""unreached_labels\"":[\""A\"",\""B\"",\""D\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""F"",""C""],""unreached_labels"":[""A"",""B"",""D""]}"
route_puzzle_1572_open_q1,route_puzzle_1572.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""F\"",\""D\""],\""unreached_labels\"":[\""B\"",\""C\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""F"",""D""],""unreached_labels"":[""B"",""C"",""E""]}"
route_puzzle_1573_open_q1,route_puzzle_1573.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\"",\""A\""],\""unreached_labels\"":[\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B"",""A""],""unreached_labels"":[""E"",""F""]}"
route_puzzle_1576_open_q1,route_puzzle_1576.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""F\"",\""A\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""F"",""A""],""unreached_labels"":[""B"",""D"",""E""]}"
route_puzzle_1578_open_q1,route_puzzle_1578.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\""],\""unreached_labels\"":[\""A\"",\""D\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C""],""unreached_labels"":[""A"",""D"",""F""]}"
route_puzzle_1584_open_q1,route_puzzle_1584.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\"",\""D\""],\""unreached_labels\"":[\""C\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A"",""D""],""unreached_labels"":[""C"",""F""]}"
route_puzzle_1587_open_q1,route_puzzle_1587.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_1588_open_q1,route_puzzle_1588.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""C\"",\""E\""],\""unreached_labels\"":[\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""C"",""E""],""unreached_labels"":[""D"",""F""]}"
route_puzzle_1592_open_q1,route_puzzle_1592.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\"",\""A\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A"",""A""],""unreached_labels"":[""B"",""D"",""E"",""F""]}"
route_puzzle_1593_open_q1,route_puzzle_1593.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F""],""unreached_labels"":[""A"",""B"",""C"",""E""]}"
route_puzzle_1595_open_q1,route_puzzle_1595.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\"",\""C\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C"",""C""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_1596_open_q1,route_puzzle_1596.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""A\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""A""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_1598_open_q1,route_puzzle_1598.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""D\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""D"",""E""],""unreached_labels"":[""A"",""B""]}"
route_puzzle_1600_open_q1,route_puzzle_1600.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""E\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""E"",""F""],""unreached_labels"":[""A"",""B""]}"
route_puzzle_1601_open_q1,route_puzzle_1601.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""E\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""E"",""C""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_1603_open_q1,route_puzzle_1603.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""C""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_1608_open_q1,route_puzzle_1608.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""D\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""D""],""unreached_labels"":[""A"",""C"",""E"",""F""]}"
route_puzzle_1611_open_q1,route_puzzle_1611.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""C\"",\""A\""],\""unreached_labels\"":[\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""C"",""A""],""unreached_labels"":[""E"",""F""]}"
route_puzzle_1615_open_q1,route_puzzle_1615.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""A""],""unreached_labels"":[""B"",""C"",""E""]}"
route_puzzle_1618_open_q1,route_puzzle_1618.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""A\"",\""E\""],\""unreached_labels\"":[\""B\"",\""F\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""A"",""E""],""unreached_labels"":[""B"",""F""]}"
route_puzzle_1623_open_q1,route_puzzle_1623.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""A\"",\""D\""],\""unreached_labels\"":[\""B\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""A"",""D""],""unreached_labels"":[""B"",""E""]}"
route_puzzle_1625_open_q1,route_puzzle_1625.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F""],""unreached_labels"":[""A"",""C"",""E""]}"
route_puzzle_1627_open_q1,route_puzzle_1627.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""A\""],\""unreached_labels\"":[\""C\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""A""],""unreached_labels"":[""C"",""E"",""F""]}"
route_puzzle_1630_open_q1,route_puzzle_1630.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""F\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""F""],""unreached_labels"":[""A"",""C"",""E""]}"
route_puzzle_1633_open_q1,route_puzzle_1633.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""A\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""A""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_1638_open_q1,route_puzzle_1638.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""C\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""C""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_1640_open_q1,route_puzzle_1640.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\"",\""C\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F"",""C""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_1641_open_q1,route_puzzle_1641.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""A\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""A""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_1653_open_q1,route_puzzle_1653.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""E\"",\""E\""],\""unreached_labels\"":[\""A\"",\""C\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""E"",""E""],""unreached_labels"":[""A"",""C"",""F""]}"
route_puzzle_1656_open_q1,route_puzzle_1656.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""B\""],\""unreached_labels\"":[\""A\"",\""C\"",\""E\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""B""],""unreached_labels"":[""A"",""C"",""E""]}"
route_puzzle_1657_open_q1,route_puzzle_1657.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""E\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""E""],""unreached_labels"":[""A"",""B"",""C""]}"
route_puzzle_1661_open_q1,route_puzzle_1661.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\"",\""B\""],\""unreached_labels\"":[\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C"",""B""],""unreached_labels"":[""E"",""F""]}"
route_puzzle_1669_open_q1,route_puzzle_1669.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""C\"",\""E\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""F""],""unreached_labels"":[""A"",""B"",""C"",""E""]}"
route_puzzle_1670_open_q1,route_puzzle_1670.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""C""],""unreached_labels"":[""B"",""D"",""E"",""F""]}"
route_puzzle_1671_open_q1,route_puzzle_1671.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""B\""],\""unreached_labels\"":[\""A\"",\""C\"",\""D\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""B""],""unreached_labels"":[""A"",""C"",""D""]}"
route_puzzle_1674_open_q1,route_puzzle_1674.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""C\"",\""F\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""C"",""F""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_1677_open_q1,route_puzzle_1677.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""D\""],\""unreached_labels\"":[\""B\"",\""C\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""D""],""unreached_labels"":[""B"",""C"",""F""]}"
route_puzzle_1684_open_q1,route_puzzle_1684.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""C\""],\""unreached_labels\"":[\""D\"",\""E\"",\""F\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""C""],""unreached_labels"":[""D"",""E"",""F""]}"
route_puzzle_1685_open_q1,route_puzzle_1685.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""D\"",\""C\""],\""unreached_labels\"":[\""A\"",\""E\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""D"",""C""],""unreached_labels"":[""A"",""E"",""F""]}"
route_puzzle_1688_open_q1,route_puzzle_1688.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""D\"",\""F\""]}""]",{},"[""E""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""A"",""C""],""unreached_labels"":[""B"",""D"",""F""]}"
route_puzzle_1689_open_q1,route_puzzle_1689.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""F\""],\""unreached_labels\"":[\""A\"",\""B\"",\""D\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""F""],""unreached_labels"":[""A"",""B"",""D""]}"
route_puzzle_1691_open_q1,route_puzzle_1691.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""F\"",\""B\""],\""unreached_labels\"":[\""C\"",\""D\"",\""E\""]}""]",{},"[""A""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""F"",""B""],""unreached_labels"":[""C"",""D"",""E""]}"
route_puzzle_1693_open_q1,route_puzzle_1693.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""E\"",\""D\"",\""C\""],\""unreached_labels\"":[\""A\"",\""B\""]}""]",{},"[""F""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""E"",""D"",""C""],""unreached_labels"":[""A"",""B""]}"
route_puzzle_1695_open_q1,route_puzzle_1695.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""B\"",\""F\""],\""unreached_labels\"":[\""A\"",\""D\"",\""E\""]}""]",{},"[""C""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""B"",""F""],""unreached_labels"":[""A"",""D"",""E""]}"
route_puzzle_1704_open_q1,route_puzzle_1704.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""E\""],\""unreached_labels\"":[\""C\"",\""D\"",\""F\""]}""]",{},"[""B""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""E""],""unreached_labels"":[""C"",""D"",""F""]}"
route_puzzle_1710_open_q1,route_puzzle_1710.png,"[""connectivity={\""connected_to_all_other_labels\"":\""no\"",\""far_end_labels\"":[\""A\"",\""C\""],\""unreached_labels\"":[\""B\"",\""E\"",\""F\""]}""]",{},"[""D""]","{""connected_to_all_other_labels"":""no"",""far_end_labels"":[""A"",""C""],""unreached_labels"":[""B"",""E"",""F""]}"
