task,image,prompt,groundtruth,metadata
Compound Reasoning,combination3d_1188.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.42,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1188,""target_cube_count"":8,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1188.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","9,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.42,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1188,""target_cube_count"":8,""vertical_axis"":""z""}"
Image Description,combination3d_1189.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1189,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1189.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1189,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1189.png,Does candidate C have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1189,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1189.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1189,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1189.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","12,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.47,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1189,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_1190.png,How many individual cubes make up the target structure?,12,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.51,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1190,""target_cube_count"":12,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1190.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.51,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1190,""target_cube_count"":12,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1190.png,Does candidate A have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.51,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1190,""target_cube_count"":12,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1190.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","12,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.51,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1190,""target_cube_count"":12,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1190.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.51,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1190,""target_cube_count"":12,""vertical_axis"":""z""}"
Image Description,combination3d_1191.png,How many individual cubes make up the target structure?,10,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1191,""target_cube_count"":10,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1191.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1191,""target_cube_count"":10,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1191.png,How many separate pieces are shown in candidate D?,3,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1191,""target_cube_count"":10,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1191.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1191,""target_cube_count"":10,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1191.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","11,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1191,""target_cube_count"":10,""vertical_axis"":""z""}"
Image Description,combination3d_1192.png,How many individual cubes make up the target structure?,10,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1192,""target_cube_count"":10,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1192.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1192,""target_cube_count"":10,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1192.png,Does candidate C have the same total number of cubes as the target? Answer yes or no.,no,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1192,""target_cube_count"":10,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1192.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1192,""target_cube_count"":10,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1192.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","11,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1192,""target_cube_count"":10,""vertical_axis"":""z""}"
Image Description,combination3d_1193.png,How many individual cubes make up the target structure?,12,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1193,""target_cube_count"":12,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1193.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1193,""target_cube_count"":12,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1193.png,How many separate pieces are shown in candidate C?,3,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1193,""target_cube_count"":12,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1193.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1193,""target_cube_count"":12,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1193.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","13,5","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.58,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1193,""target_cube_count"":12,""vertical_axis"":""z""}"
Image Description,combination3d_1194.png,How many individual cubes make up the target structure?,8,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.42,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1194,""target_cube_count"":8,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1194.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.42,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1194,""target_cube_count"":8,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1194.png,How many separate pieces are shown in candidate A?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.42,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1194,""target_cube_count"":8,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1194.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.42,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1194,""target_cube_count"":8,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1194.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","9,6","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.42,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1194,""target_cube_count"":8,""vertical_axis"":""z""}"
Image Description,combination3d_1195.png,How many individual cubes make up the target structure?,10,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1195,""target_cube_count"":10,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1195.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1195,""target_cube_count"":10,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1195.png,How many separate pieces are shown in candidate A?,2,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1195,""target_cube_count"":10,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1195.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","10,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1195,""target_cube_count"":10,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1195.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.43,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1195,""target_cube_count"":10,""vertical_axis"":""z""}"
Image Description,combination3d_1196.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1196,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1196.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1196,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1196.png,Does candidate C have the same total number of cubes as the target? Answer yes or no.,yes,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1196,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1196.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1196,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1196.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","12,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1196,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_1197.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1197,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1197.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1197,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1197.png,How many separate pieces are shown in candidate A?,3,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1197,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1197.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","11,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1197,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1197.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""A"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1197,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_1198.png,How many individual cubes make up the target structure?,11,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1198,""target_cube_count"":11,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1198.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",B,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1198,""target_cube_count"":11,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1198.png,How many separate pieces are shown in candidate B?,3,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1198,""target_cube_count"":11,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1198.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1198,""target_cube_count"":11,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1198.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","12,3","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""B"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.54,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1198,""target_cube_count"":11,""vertical_axis"":""z""}"
Image Description,combination3d_1199.png,How many individual cubes make up the target structure?,13,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1199,""target_cube_count"":13,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1199.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",C,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1199,""target_cube_count"":13,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1199.png,How many separate pieces are shown in candidate A?,3,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1199,""target_cube_count"":13,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1199.png,"Which candidate has the correct cube count and piece shapes but would require tipping a piece onto a different face, rather than only spinning it around the vertical axis?",A,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1199,""target_cube_count"":13,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1199.png,"If one cube were added directly above a highest cube, what would the new total cube count and maximum height along the vertical z-axis be? Answer as count,height.","14,5","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""C"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.62,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1199,""target_cube_count"":13,""vertical_axis"":""z""}"
Image Description,combination3d_1200.png,How many individual cubes make up the target structure?,10,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1200,""target_cube_count"":10,""vertical_axis"":""z""}"
Basic Relational Reasoning,combination3d_1200.png,"Which set of pieces (A, B, C, or D) can be assembled using only translation and rotation around the vertical axis to exactly form the target structure? Answer with the letter.",D,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1200,""target_cube_count"":10,""vertical_axis"":""z""}"
Comparative Reasoning,combination3d_1200.png,Does candidate C have the same total number of cubes as the target? Answer yes or no.,no,"{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1200,""target_cube_count"":10,""vertical_axis"":""z""}"
Compound Reasoning,combination3d_1200.png,"Give the target's total cube count and maximum height along the vertical z-axis in layers as count,height.","10,4","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1200,""target_cube_count"":10,""vertical_axis"":""z""}"
Extrapolative/Counterfactual Reasoning,combination3d_1200.png,"If the correctly assembled structure were rotated 90 degrees around the vertical z-axis as a whole, would it be the 'same shape, different angle' or a 'different structure'?","same shape, different angle","{""coordinate_frame"":""right_handed_xyz"",""correct_answer_choice"":""D"",""dataset_version"":""combination3d-2.0.0"",""difficulty_score"":0.5,""gravity_supported"":true,""renderer_projection"":""screen_x=0.8660254*(x-y); screen_y=0.5*(x+y)-z"",""seed"":1200,""target_cube_count"":10,""vertical_axis"":""z""}"
